"Station","Air Quality","Longitude","Latitude","O3 Hour","O3 Quality","O3 Value","NO2 Hour","NO2 Quality","NO2 Value","PM10 Hour","PM10 Quality","PM10 Value","Generated","Date Time"
"Barcelona - Palau Reial","Good",2.1151,41.3875,"4h","Good",53,"4h","Good",5,"4h","Good",26,"14/11/2018 5:00",1542168301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"4h","Good",33,"4h","Good",30,"14/11/2018 5:00",1542168301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"4h","Good",80,"4h","Good",2,"4h","Good",23,"14/11/2018 5:00",1542168301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"5h","Good",13,NA,NA,NA,"14/11/2018 6:00",1542171902
"Barcelona - Eixample","Moderate",2.1538,41.3853,"5h","Good",19,"5h","Good",35,"5h","Moderate",39,"14/11/2018 6:00",1542171902
"Barcelona - Gràcia","Good",2.1534,41.3987,"5h","Good",42,"5h","Good",16,NA,NA,NA,"14/11/2018 6:00",1542171902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"5h","Good",15,"5h","Good",26,NA,NA,NA,"14/11/2018 6:00",1542171902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"5h","Good",52,"5h","Good",11,"5h","Good",28,"14/11/2018 6:00",1542171902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"5h","Good",52,"5h","Good",7,"5h","Good",26,"14/11/2018 6:00",1542171902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"5h","Good",32,"5h","Good",30,"14/11/2018 6:00",1542171902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"5h","Good",81,"5h","Good",2,"5h","Good",24,"14/11/2018 6:00",1542171902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"6h","Good",13,NA,NA,NA,"14/11/2018 7:00",1542175502
"Barcelona - Eixample","Moderate",2.1538,41.3853,"6h","Good",16,"6h","Good",41,"6h","Moderate",39,"14/11/2018 7:00",1542175502
"Barcelona - Gràcia","Good",2.1534,41.3987,"6h","Good",40,"6h","Good",17,NA,NA,NA,"14/11/2018 7:00",1542175502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"6h","Good",14,"6h","Good",28,NA,NA,NA,"14/11/2018 7:00",1542175502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"6h","Good",42,"6h","Good",20,"6h","Good",29,"14/11/2018 7:00",1542175502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"6h","Good",53,"6h","Good",7,"6h","Good",26,"14/11/2018 7:00",1542175502
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"6h","Good",37,"6h","Good",30,"14/11/2018 7:00",1542175502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"6h","Good",80,"6h","Good",2,"6h","Good",23,"14/11/2018 7:00",1542175502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"7h","Good",24,NA,NA,NA,"14/11/2018 8:00",1542179101
"Barcelona - Eixample","Moderate",2.1538,41.3853,"7h","Good",7,"7h","Good",62,"7h","Moderate",39,"14/11/2018 8:00",1542179101
"Barcelona - Gràcia","Good",2.1534,41.3987,"7h","Good",23,"7h","Good",37,NA,NA,NA,"14/11/2018 8:00",1542179101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"7h","Good",7,"7h","Good",37,NA,NA,NA,"14/11/2018 8:00",1542179101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"7h","Good",23,"7h","Good",37,"7h","Good",28,"14/11/2018 8:00",1542179101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"7h","Good",45,"7h","Good",16,"7h","Good",26,"14/11/2018 8:00",1542179101
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"7h","Good",42,"7h","Good",30,"14/11/2018 8:00",1542179101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"7h","Good",80,"7h","Good",3,"7h","Good",23,"14/11/2018 8:00",1542179101
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"8h","Good",43,NA,NA,NA,"14/11/2018 9:00",1542182701
"Barcelona - Eixample","Moderate",2.1538,41.3853,"8h","Good",6,"8h","Good",84,"8h","Moderate",39,"14/11/2018 9:00",1542182701
"Barcelona - Gràcia","Good",2.1534,41.3987,"8h","Good",10,"8h","Good",62,NA,NA,NA,"14/11/2018 9:00",1542182701
"Barcelona - Ciutadella","Good",2.1874,41.3864,"8h","Good",3,"8h","Good",51,NA,NA,NA,"14/11/2018 9:00",1542182701
"Barcelona - Vall Hebron","Good",2.148,41.4261,"8h","Good",17,"8h","Good",46,"8h","Good",28,"14/11/2018 9:00",1542182701
"Barcelona - Palau Reial","Good",2.1151,41.3875,"8h","Good",35,"8h","Good",31,"8h","Good",26,"14/11/2018 9:00",1542182701
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"8h","Good",48,"8h","Good",30,"14/11/2018 9:00",1542182701
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"8h","Good",79,"8h","Good",5,"8h","Good",23,"14/11/2018 9:00",1542182701
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"9h","Good",58,NA,NA,NA,"14/11/2018 10:00",1542186301
"Barcelona - Eixample","Good",2.1538,41.3853,"9h","Good",3,"9h","Good",90,"9h","Good",36,"14/11/2018 10:00",1542186301
"Barcelona - Gràcia","Good",2.1534,41.3987,"9h","Good",23,"9h","Good",56,NA,NA,NA,"14/11/2018 10:00",1542186301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"9h","Good",2,"9h","Good",66,NA,NA,NA,"14/11/2018 10:00",1542186301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"9h","Good",15,"9h","Good",60,"9h","Good",26,"14/11/2018 10:00",1542186301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"9h","Good",26,"9h","Good",45,"9h","Good",26,"14/11/2018 10:00",1542186301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"9h","Good",56,"9h","Good",31,"14/11/2018 10:00",1542186301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"9h","Good",73,"9h","Good",10,"9h","Good",24,"14/11/2018 10:00",1542186301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"10h","Good",55,NA,NA,NA,"14/11/2018 11:00",1542189902
"Barcelona - Eixample","Good",2.1538,41.3853,"10h","Good",8,"10h","Good",85,"10h","Good",36,"14/11/2018 11:00",1542189902
"Barcelona - Gràcia","Good",2.1534,41.3987,"10h","Good",25,"10h","Good",56,NA,NA,NA,"14/11/2018 11:00",1542189902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"10h","Good",5,"10h","Good",68,NA,NA,NA,"14/11/2018 11:00",1542189902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"10h","Good",29,"10h","Good",44,"10h","Good",26,"14/11/2018 11:00",1542189902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"10h","Good",32,"10h","Good",40,"10h","Good",26,"14/11/2018 11:00",1542189902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"10h","Good",60,"10h","Good",31,"14/11/2018 11:00",1542189902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"10h","Good",66,"10h","Good",17,"10h","Good",24,"14/11/2018 11:00",1542189902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"11h","Good",48,NA,NA,NA,"14/11/2018 12:00",1542193502
"Barcelona - Eixample","Moderate",2.1538,41.3853,"11h","Good",17,"11h","Good",72,"11h","Moderate",37,"14/11/2018 12:00",1542193502
"Barcelona - Gràcia","Good",2.1534,41.3987,"11h","Good",29,"11h","Good",53,NA,NA,NA,"14/11/2018 12:00",1542193502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"11h","Good",35,"11h","Good",40,NA,NA,NA,"14/11/2018 12:00",1542193502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"11h","Good",39,"11h","Good",35,"11h","Good",26,"14/11/2018 12:00",1542193502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",43,"11h","Good",28,"11h","Good",26,"14/11/2018 12:00",1542193502
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"11h","Good",35,"11h","Good",31,"14/11/2018 12:00",1542193502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"11h","Good",64,"11h","Good",19,"11h","Good",24,"14/11/2018 12:00",1542193502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"12h","Good",23,NA,NA,NA,"14/11/2018 13:00",1542197102
"Barcelona - Eixample","Moderate",2.1538,41.3853,"12h","Good",44,"12h","Good",52,"12h","Moderate",37,"14/11/2018 13:00",1542197102
"Barcelona - Gràcia","Good",2.1534,41.3987,"12h","Good",60,"12h","Good",31,NA,NA,NA,"14/11/2018 13:00",1542197102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"12h","Good",53,"12h","Good",24,NA,NA,NA,"14/11/2018 13:00",1542197102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"12h","Good",60,"12h","Good",28,"12h","Good",26,"14/11/2018 13:00",1542197102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"12h","Good",59,"12h","Good",17,"12h","Good",26,"14/11/2018 13:00",1542197102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"12h","Good",17,"12h","Good",31,"14/11/2018 13:00",1542197102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"12h","Good",73,"12h","Good",18,"12h","Good",24,"14/11/2018 13:00",1542197102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",20,NA,NA,NA,"14/11/2018 14:00",1542200702
"Barcelona - Eixample","Good",2.1538,41.3853,"13h","Good",38,"13h","Good",61,"14h","Good",36,"14/11/2018 14:00",1542200702
"Barcelona - Gràcia","Good",2.1534,41.3987,"13h","Good",60,"13h","Good",34,NA,NA,NA,"14/11/2018 14:00",1542200702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"13h","Good",65,"13h","Good",11,NA,NA,NA,"14/11/2018 14:00",1542200702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"13h","Good",75,"13h","Good",15,"13h","Good",26,"14/11/2018 14:00",1542200702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"13h","Good",64,"13h","Good",13,"13h","Good",26,"14/11/2018 14:00",1542200702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"13h","Good",14,"13h","Good",30,"14/11/2018 14:00",1542200702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"12h","Good",73,"12h","Good",18,"13h","Good",23,"14/11/2018 14:00",1542200702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",20,NA,NA,NA,"14/11/2018 15:00",1542204301
"Barcelona - Eixample","Good",2.1538,41.3853,"14h","Good",45,"14h","Good",52,"14h","Good",36,"14/11/2018 15:00",1542204301
"Barcelona - Gràcia","Good",2.1534,41.3987,"13h","Good",60,"13h","Good",34,NA,NA,NA,"14/11/2018 15:00",1542204301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"14h","Good",62,"14h","Good",14,NA,NA,NA,"14/11/2018 15:00",1542204301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"14h","Good",75,"14h","Good",14,"14h","Good",26,"14/11/2018 15:00",1542204301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"14h","Good",62,"14h","Good",13,"14h","Good",25,"14/11/2018 15:00",1542204301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"14h","Good",15,"14h","Good",30,"14/11/2018 15:00",1542204301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"12h","Good",73,"12h","Good",18,"14h","Good",23,"14/11/2018 15:00",1542204301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",20,NA,NA,NA,"14/11/2018 16:00",1542207901
"Barcelona - Eixample","Good",2.1538,41.3853,"15h","Good",43,"15h","Good",52,"15h","Good",35,"14/11/2018 16:00",1542207901
"Barcelona - Gràcia","Good",2.1534,41.3987,"13h","Good",60,"13h","Good",34,NA,NA,NA,"14/11/2018 16:00",1542207901
"Barcelona - Ciutadella","Good",2.1874,41.3864,"15h","Good",66,"15h","Good",11,NA,NA,NA,"14/11/2018 16:00",1542207901
"Barcelona - Vall Hebron","Good",2.148,41.4261,"15h","Good",76,"15h","Good",12,"15h","Good",26,"14/11/2018 16:00",1542207901
"Barcelona - Palau Reial","Good",2.1151,41.3875,"15h","Good",63,"15h","Good",12,"15h","Good",25,"14/11/2018 16:00",1542207901
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"15h","Good",12,"15h","Good",30,"14/11/2018 16:00",1542207901
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"15h","Good",85,"15h","Good",7,"15h","Good",23,"14/11/2018 16:00",1542207901
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"14h","--",NA,NA,NA,NA,"14/11/2018 17:00",1542211501
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",44,"16h","Good",50,"16h","Good",35,"14/11/2018 17:00",1542211501
"Barcelona - Gràcia","--",2.1534,41.3987,"14h","--",NA,"14h","--",NA,NA,NA,NA,"14/11/2018 17:00",1542211501
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",60,"16h","Good",15,NA,NA,NA,"14/11/2018 17:00",1542211501
"Barcelona - Vall Hebron","Good",2.148,41.4261,"16h","Good",68,"16h","Good",17,"17h","Good",25,"14/11/2018 17:00",1542211501
"Barcelona - Palau Reial","Good",2.1151,41.3875,"16h","Good",61,"16h","Good",12,"16h","Good",25,"14/11/2018 17:00",1542211501
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"16h","Good",15,"16h","Good",29,"14/11/2018 17:00",1542211501
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"16h","Good",79,"16h","Good",11,"16h","Good",23,"14/11/2018 17:00",1542211501
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"15h","--",NA,NA,NA,NA,"14/11/2018 18:00",1542215101
"Barcelona - Eixample","Good",2.1538,41.3853,"17h","Good",37,"17h","Good",59,"17h","Good",34,"14/11/2018 18:00",1542215101
"Barcelona - Gràcia","--",2.1534,41.3987,"15h","--",NA,"15h","--",NA,NA,NA,NA,"14/11/2018 18:00",1542215101
"Barcelona - Ciutadella","Good",2.1874,41.3864,"17h","Good",54,"17h","Good",20,NA,NA,NA,"14/11/2018 18:00",1542215101
"Barcelona - Vall Hebron","Good",2.148,41.4261,"17h","Good",63,"17h","Good",22,"17h","Good",25,"14/11/2018 18:00",1542215101
"Barcelona - Palau Reial","Good",2.1151,41.3875,"17h","Good",55,"17h","Good",20,"17h","Good",25,"14/11/2018 18:00",1542215101
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"17h","Good",17,"17h","Good",29,"14/11/2018 18:00",1542215101
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"17h","Good",78,"17h","Good",12,"17h","Good",23,"14/11/2018 18:00",1542215101
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"16h","--",NA,NA,NA,NA,"14/11/2018 19:00",1542218702
"Barcelona - Eixample","Good",2.1538,41.3853,"18h","Good",25,"18h","Good",71,"18h","Good",34,"14/11/2018 19:00",1542218702
"Barcelona - Gràcia","Good",2.1534,41.3987,"18h","Good",45,"18h","Good",41,NA,NA,NA,"14/11/2018 19:00",1542218702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"18h","Good",55,"18h","Good",15,NA,NA,NA,"14/11/2018 19:00",1542218702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"18h","Good",50,"18h","Good",33,"18h","Good",25,"14/11/2018 19:00",1542218702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"18h","Good",43,"18h","Good",32,"18h","Good",25,"14/11/2018 19:00",1542218702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"18h","Good",21,"18h","Good",29,"14/11/2018 19:00",1542218702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"18h","Good",68,"18h","Good",19,"18h","Good",23,"14/11/2018 19:00",1542218702
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"17h","--",NA,NA,NA,NA,"14/11/2018 20:00",1542222302
"Barcelona - Eixample","Good",2.1538,41.3853,"19h","Good",21,"19h","Good",72,"19h","Good",34,"14/11/2018 20:00",1542222302
"Barcelona - Gràcia","Good",2.1534,41.3987,"19h","Good",41,"19h","Good",47,NA,NA,NA,"14/11/2018 20:00",1542222302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"19h","Good",50,"19h","Good",20,NA,NA,NA,"14/11/2018 20:00",1542222302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"19h","Good",51,"19h","Good",32,"19h","Good",25,"14/11/2018 20:00",1542222302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"19h","Good",41,"19h","Good",32,"19h","Good",25,"14/11/2018 20:00",1542222302
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"19h","Good",19,"19h","Good",29,"14/11/2018 20:00",1542222302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"19h","Good",68,"19h","Good",18,"19h","Good",23,"14/11/2018 20:00",1542222302
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"18h","--",NA,NA,NA,NA,"14/11/2018 21:00",1542225901
"Barcelona - Eixample","Good",2.1538,41.3853,"20h","Good",14,"20h","Good",76,"20h","Good",34,"14/11/2018 21:00",1542225901
"Barcelona - Gràcia","Good",2.1534,41.3987,"20h","Good",36,"20h","Good",47,NA,NA,NA,"14/11/2018 21:00",1542225901
"Barcelona - Ciutadella","Good",2.1874,41.3864,"20h","Good",46,"20h","Good",21,NA,NA,NA,"14/11/2018 21:00",1542225901
"Barcelona - Vall Hebron","Good",2.148,41.4261,"20h","Good",37,"20h","Good",41,"20h","Good",25,"14/11/2018 21:00",1542225901
"Barcelona - Palau Reial","Good",2.1151,41.3875,"20h","Good",37,"20h","Good",33,"20h","Good",24,"14/11/2018 21:00",1542225901
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"20h","Good",25,"20h","Good",29,"14/11/2018 21:00",1542225901
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"20h","Good",64,"20h","Good",17,"20h","Good",22,"14/11/2018 21:00",1542225901
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"19h","--",NA,NA,NA,NA,"14/11/2018 22:00",1542229501
"Barcelona - Eixample","Good",2.1538,41.3853,"21h","Good",11,"21h","Good",76,"21h","Good",33,"14/11/2018 22:00",1542229501
"Barcelona - Gràcia","Good",2.1534,41.3987,"21h","Good",24,"21h","Good",54,NA,NA,NA,"14/11/2018 22:00",1542229501
"Barcelona - Ciutadella","Good",2.1874,41.3864,"21h","Good",35,"21h","Good",32,NA,NA,NA,"14/11/2018 22:00",1542229501
"Barcelona - Vall Hebron","Good",2.148,41.4261,"21h","Good",22,"21h","Good",53,"21h","Good",25,"14/11/2018 22:00",1542229501
"Barcelona - Palau Reial","Good",2.1151,41.3875,"21h","Good",24,"21h","Good",46,"21h","Good",25,"14/11/2018 22:00",1542229501
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"21h","Good",33,"21h","Good",29,"14/11/2018 22:00",1542229501
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"21h","Good",53,"21h","Good",24,"21h","Good",22,"14/11/2018 22:00",1542229501
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"22h","Good",37,NA,NA,NA,"14/11/2018 23:00",1542233102
"Barcelona - Eixample","Good",2.1538,41.3853,"22h","Good",20,"22h","Good",57,"22h","Good",33,"14/11/2018 23:00",1542233102
"Barcelona - Gràcia","Good",2.1534,41.3987,"22h","Good",17,"22h","Good",59,NA,NA,NA,"14/11/2018 23:00",1542233102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"22h","Good",33,"22h","Good",30,NA,NA,NA,"14/11/2018 23:00",1542233102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"22h","Good",20,"22h","Good",52,"22h","Good",25,"14/11/2018 23:00",1542233102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"22h","Good",26,"22h","Good",41,"22h","Good",25,"14/11/2018 23:00",1542233102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"23h","Good",29,"14/11/2018 23:00",1542233102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"22h","Good",54,"22h","Good",22,"22h","Good",21,"14/11/2018 23:00",1542233102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"23h","Good",27,NA,NA,NA,"15/11/2018 0:00",1542236701
"Barcelona - Eixample","Good",2.1538,41.3853,"23h","Good",25,"23h","Good",48,"23h","Good",33,"15/11/2018 0:00",1542236701
"Barcelona - Gràcia","Good",2.1534,41.3987,"23h","Good",24,"23h","Good",47,NA,NA,NA,"15/11/2018 0:00",1542236701
"Barcelona - Ciutadella","Good",2.1874,41.3864,"23h","Good",36,"23h","Good",23,NA,NA,NA,"15/11/2018 0:00",1542236701
"Barcelona - Vall Hebron","Good",2.148,41.4261,"23h","Good",19,"23h","Good",52,"23h","Good",26,"15/11/2018 0:00",1542236701
"Barcelona - Palau Reial","Good",2.1151,41.3875,"23h","Good",28,"23h","Good",36,"23h","Good",25,"15/11/2018 0:00",1542236701
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"23h","Good",26,"23h","Good",29,"15/11/2018 0:00",1542236701
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"23h","Good",54,"23h","Good",21,"23h","Good",21,"15/11/2018 0:00",1542236701
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"0h","Good",15,NA,NA,NA,"15/11/2018 1:00",1542240302
"Barcelona - Eixample","Good",2.1538,41.3853,"0h","Good",35,"0h","Good",39,"0h","Good",33,"15/11/2018 1:00",1542240302
"Barcelona - Gràcia","Good",2.1534,41.3987,"0h","Good",47,"0h","Good",21,NA,NA,NA,"15/11/2018 1:00",1542240302
"Barcelona - Ciutadella","Good",2.1874,41.3864,"0h","Good",46,"0h","Good",12,NA,NA,NA,"15/11/2018 1:00",1542240302
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",20,"0h","Good",44,"0h","Good",26,"15/11/2018 1:00",1542240302
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",48,"0h","Good",13,"0h","Good",25,"15/11/2018 1:00",1542240302
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",9,"0h","Good",29,"15/11/2018 1:00",1542240302
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",66,"0h","Good",10,"0h","Good",21,"15/11/2018 1:00",1542240302
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"1h","Good",20,NA,NA,NA,"15/11/2018 2:00",1542243902
"Barcelona - Eixample","Good",2.1538,41.3853,"1h","Good",36,"1h","Good",35,"1h","Good",33,"15/11/2018 2:00",1542243902
"Barcelona - Gràcia","Good",2.1534,41.3987,"1h","Good",54,"1h","Good",12,NA,NA,NA,"15/11/2018 2:00",1542243902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"1h","Good",49,"1h","Good",10,NA,NA,NA,"15/11/2018 2:00",1542243902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"1h","Good",34,"1h","Good",25,"1h","Good",26,"15/11/2018 2:00",1542243902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"1h","Good",51,"1h","Good",8,"1h","Good",25,"15/11/2018 2:00",1542243902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"1h","Good",6,"1h","Good",29,"15/11/2018 2:00",1542243902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"1h","Good",64,"1h","Good",10,"1h","Good",20,"15/11/2018 2:00",1542243902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"2h","Good",16,NA,NA,NA,"15/11/2018 3:00",1542247502
"Barcelona - Eixample","Good",2.1538,41.3853,"2h","Good",32,"2h","Good",31,"2h","Good",33,"15/11/2018 3:00",1542247502
"Barcelona - Gràcia","Good",2.1534,41.3987,"2h","Good",39,"2h","Good",19,NA,NA,NA,"15/11/2018 3:00",1542247502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"2h","Good",42,"2h","Good",15,NA,NA,NA,"15/11/2018 3:00",1542247502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"2h","Good",39,"2h","Good",15,"2h","Good",27,"15/11/2018 3:00",1542247502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"2h","Good",46,"2h","Good",9,"2h","Good",25,"15/11/2018 3:00",1542247502
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"2h","Good",15,"2h","Good",28,"15/11/2018 3:00",1542247502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"2h","Good",67,"2h","Good",7,"2h","Good",20,"15/11/2018 3:00",1542247502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"3h","Good",15,NA,NA,NA,"15/11/2018 4:00",1542251102
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",32,"3h","Good",27,"3h","Good",33,"15/11/2018 4:00",1542251102
